# Completeness = 2999/1142679769
ra_ep2000	dec_ep2000	errHalfMaj	errHalfMin	errPosAng	ra	dec	source_id	ref_epoch	ra_error	dec_error	parallax	parallax_error	pm.ra	pm.ra_error	pm.dec	pm.dec_error	ra_dec_corr	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_mag	phot_variable_flag	l	b
196.9732877650	27.5557058894	0.00463	0.00234	0	196.9732877650	27.5557058894	1460868361922984576	2015.0	2.340	4.629							-0.638	0	27	8.73431e+07	5.58832e+05	5.672	NOT_AVAILABLE	40.5460406975	86.3210464688
200.5628316280	30.2919376007	0.00041	0.00038	-0	200.5629223760	30.2917953705	1462378605567809280	2015.0	0.185	0.292	3.55	0.45	18.806	0.022	-34.135	0.019	-0.539	1	283	5.11727e+07	1.48823e+04	6.252	NOT_AVAILABLE	59.8394770901	82.5421855656
200.9747846241	37.0338767842	0.00035	0.00029	90	200.9747846241	37.0338767842	1473800572875309184	2015.0	0.346	0.288							0.281	0	266	1.60514e+08	1.08223e+06	5.011	NOT_AVAILABLE	90.2525001521	77.9533202663
204.3651182540	36.2948976052	0.00068	0.00066	90	204.3646283629	36.2949954692	1472012663889392128	2015.0	0.523	0.511	18.39	0.99	-94.762	0.029	23.487	0.028	0.162	0	286	1.55567e+08	8.58176e+05	5.045	NOT_AVAILABLE	78.9703254635	76.6098683338
217.0684987920	36.1970254346	0.00044	0.00035	0	217.0683832157	36.1970365123	1480408672118269440	2015.0	0.222	0.259	4.12	0.39	-22.385	0.018	2.659	0.024	0.101	1	180	7.61494e+07	1.11530e+05	5.821	NOT_AVAILABLE	62.7921605902	67.5686900825
213.5981159820	41.5187585274	0.00045	0.00043	90	213.5979906675	41.5183178227	1486177809628923648	2015.0	0.341	0.303	22.27	0.48	-22.519	0.019	-105.769	0.020	0.230	0	235	7.20579e+07	8.00499e+04	5.881	NOT_AVAILABLE	78.5212145262	67.7362238610
220.9351404970	40.4592522119	0.00073	0.00062	0	220.9350634050	40.4593361315	1489574647723731840	2015.0	0.491	0.574	5.13	0.69	-14.078	0.025	20.141	0.030	0.233	0	164	1.32142e+08	5.95248e+05	5.222	NOT_AVAILABLE	70.0910200331	63.2998917496
217.4042718204	41.7949943351	0.00030	0.00023	90	217.4042718204	41.7949943351	1491593733324742528	2015.0	0.301	0.235							-0.257	0	55	5.64434e+07	7.41998e+04	6.146	NOT_AVAILABLE	75.4449312926	65.1563136510
206.7483601667	38.5425897600	0.01326	0.01000	0	206.7483601667	38.5425897600	1496459690752746496	2015.0	10.002	13.258							-0.931	0	46	1.34568e+08	9.84557e+05	5.202	NOT_AVAILABLE	80.9069015071	73.7131865814
206.7490615320	38.5426957604	0.00047	0.00043	0	206.7483466127	38.5426026147	1496459686458560000	2015.0	0.321	0.353	11.06	0.58	-134.201	0.019	-22.355	0.020	0.387	0	436	1.31623e+08	3.41451e+05	5.226	NOT_AVAILABLE	80.9069609136	73.7131863289
206.7952876393	47.7290987288	0.00291	0.00222	0	206.7952876393	47.7290987288	1510126890868802304	2015.0	2.222	2.911							-0.811	1	120	7.92435e+07	1.05683e+05	5.777	NOT_AVAILABLE	98.7574305352	66.6982191125
214.0098230624	45.5665433907	0.00016	0.00015	90	214.0098230624	45.5665433907	1505259906943556480	2015.0	0.159	0.148							-0.075	1	110	5.72746e+07	4.72923e+04	6.130	NOT_AVAILABLE	86.1424248477	65.0523223294
191.2475213510	39.2789157353	0.00055	0.00053	90	191.2455846729	39.2794952158	1521686709446648448	2015.0	0.424	0.410	56.99	0.57	-359.791	0.023	139.071	0.022	-0.471	0	156	7.98594e+07	1.33858e+05	5.769	NOT_AVAILABLE	128.8410872204	77.7745911430
199.3848993057	40.5726832776	0.00031	0.00030	0	199.3848993057	40.5726832776	1524913020159926784	2015.0	0.302	0.311							0.275	0	273	1.93629e+08	1.01637e+06	4.807	NOT_AVAILABLE	102.7422101681	75.5157204734
200.0789635090	40.1505467239	0.00049	0.00045	90	200.0786457825	40.1505309016	1524687207959634048	2015.0	0.402	0.354	6.74	0.75	-58.285	0.019	-3.797	0.019	0.512	1	336	1.36437e+08	4.21328e+05	5.187	NOT_AVAILABLE	100.0954073921	75.6708315271
185.9458838730	42.5427407140	0.00051	0.00047	90	185.9454308831	42.5427957712	1535113498768454656	2015.0	0.368	0.325	8.01	0.44	-80.100	0.024	13.214	0.022	0.090	0	112	6.85956e+07	1.69201e+05	5.934	NOT_AVAILABLE	141.2280020526	73.5889436905
191.2825917698	45.4403118383	0.00034	0.00033	0	191.2825917698	45.4403118383	1542553584716211072	2015.0	0.326	0.336							0.367	1	495	3.48571e+08	1.95759e+06	4.169	NOT_AVAILABLE	126.4471956262	71.6448617864
185.4843753560	47.1822033405	0.00048	0.00039	112	185.4840292319	47.1821069351	1545376786979102848	2015.0	0.135	0.319	9.93	0.54	-56.460	0.024	-23.137	0.024	0.683	0	374	6.78256e+07	5.67466e+04	5.946	NOT_AVAILABLE	137.1058943396	69.1259479911
200.7728732400	47.0019934197	0.00079	0.00078	90	200.7727829666	47.0020594832	1551188221328165248	2015.0	0.629	0.609	3.09	0.89	-14.775	0.032	15.855	0.033	-0.010	0	300	1.46792e+08	5.43642e+05	5.108	NOT_AVAILABLE	107.6194263762	69.1739265338
199.5604543440	49.6820580087	0.00075	0.00075	0	199.5602303001	49.6821316170	1556189968442651264	2015.0	0.619	0.620	11.42	0.95	-34.791	0.028	17.666	0.028	0.023	0	225	1.27646e+08	5.87162e+05	5.260	NOT_AVAILABLE	111.8530594396	66.8655896882
208.3341398230	52.3229894100	0.00090	0.00074	-0	208.3340507689	52.3229862967	1560648453733709056	2015.0	0.586	0.726	2.96	0.84	-13.063	0.030	-0.747	0.036	-0.149	1	230	1.15955e+08	2.74395e+05	5.364	NOT_AVAILABLE	102.4159439337	62.2695817491
203.5304393300	55.3484350123	0.00056	0.00054	83	203.5302995188	55.3484097203	1562168837795747840	2015.0	0.426	0.441	10.70	0.57	-19.079	0.022	-6.070	0.023	0.096	0	258	8.91529e+07	2.27396e+05	5.649	NOT_AVAILABLE	110.4939474730	60.7371506724
187.7088989310	53.0766068490	0.00036	0.00036	0	187.7090306172	53.0773638788	1569335076629137152	2015.0	0.214	0.226	44.93	0.35	18.986	0.019	181.687	0.019	0.293	0	222	6.24606e+07	6.71386e+04	6.036	NOT_AVAILABLE	129.9403962822	63.7696443947
192.4084813820	48.7400267493	0.00070	0.00061	0	192.4083709762	48.7399895444	1567285655673909888	2015.0	0.420	0.511	8.51	0.72	-17.474	0.029	-8.929	0.032	0.481	0	227	5.92566e+07	2.85408e+04	6.093	NOT_AVAILABLE	123.7395595304	68.3854307218
187.5177463580	58.7677745596	0.00039	0.00038	90	187.5179954461	58.7677142553	1580936917166698752	2015.0	0.252	0.249	8.10	0.34	30.997	0.020	-14.473	0.019	0.002	0	103	8.16181e+07	5.05096e+05	5.745	NOT_AVAILABLE	128.1790016666	58.1423367712
191.8289608520	62.7811527782	0.00052	0.00044	0	191.8291405415	62.7811765551	1580673962089556608	2015.0	0.318	0.397	16.15	0.41	19.725	0.020	5.706	0.022	0.329	0	84	7.23732e+07	2.56533e+05	5.876	NOT_AVAILABLE	123.7402993247	54.3406041260
224.0960015530	49.6284499645	0.00057	0.00053	0	224.0967160274	49.6275082487	1592338509149257600	2015.0	0.415	0.448	39.66	0.61	111.071	0.022	-226.012	0.023	0.155	0	248	1.02531e+08	2.22712e+05	5.498	NOT_AVAILABLE	84.6417605073	57.1727353192
222.4215714821	48.7212222770	0.00019	0.00014	90	222.4215714821	48.7212222770	1590752738509237888	2015.0	0.191	0.138							0.255	1	97	6.00735e+07	4.39638e+04	6.078	NOT_AVAILABLE	84.2937038556	58.5820887185
234.7896617780	57.9244263346	0.00047	0.00044	90	234.7896203290	57.9244425281	1602089768538454656	2015.0	0.251	0.251	7.60	0.27	-5.283	0.026	3.886	0.024	-0.246	0	285	6.02415e+07	2.98015e+04	6.075	NOT_AVAILABLE	91.2065072239	47.5600667579
228.9612765600	50.9384567386	0.00048	0.00048	90	228.9614410758	50.9382665346	1595705763509064832	2015.0	0.160	0.223	16.06	0.24	24.881	0.030	-45.649	0.028	-0.130	0	142	5.43907e+07	4.60323e+04	6.186	NOT_AVAILABLE	83.9539990939	53.8225089833
218.6647952114	49.3685616775	0.00052	0.00050	90	218.6647952114	49.3685616775	1603400042801708032	2015.0	0.518	0.499							0.417	0	100	1.53530e+08	1.08336e+06	5.059	NOT_AVAILABLE	88.1476292249	60.2052123477
217.1575543250	49.8448502842	0.00057	0.00056	90	217.1555898480	49.8446550455	1603662001446361600	2015.0	0.460	0.442	10.23	0.56	-304.035	0.022	-46.861	0.023	-0.180	0	231	1.21683e+08	3.64461e+05	5.312	NOT_AVAILABLE	90.1636856866	60.6446601075
231.2323238349	58.9661372189	0.00062	0.00057	90	231.2323238349	58.9661372189	1614731953234268800	2015.0	0.615	0.572							-0.024	0	237	5.64186e+08	5.84641e+06	3.646	NOT_AVAILABLE	93.9711844657	48.6277677400
225.3627690204	60.2045031610	0.00063	0.00033	90	225.3627690204	60.2045031610	1616022955979062144	2015.0	0.630	0.330							0.335	1	84	6.96197e+07	1.75562e+05	5.918	NOT_AVAILABLE	98.2589432299	50.2348514456
249.2291443120	63.0728242815	0.00075	0.00067	0	249.2291971609	63.0724576541	1625787164695194752	2015.0	0.374	0.441	5.60	0.36	5.744	0.037	-87.991	0.041	-0.553	1	336	1.04278e+08	1.22692e+05	5.479	NOT_AVAILABLE	93.8919886128	39.0327107520
245.9462202459	61.6966124721	0.00108	0.00091	90	245.9462202459	61.6966124721	1625232396653730560	2015.0	1.077	0.913							-0.253	0	190	9.17745e+07	6.03465e+05	5.618	NOT_AVAILABLE	92.8228736240	40.9130939538
236.8827960858	59.5685324415	0.00038	0.00030	0	236.8827960858	59.5685324415	1626219444566645632	2015.0	0.298	0.383							-0.935	0	48	6.80880e+07	8.42477e+04	5.942	NOT_AVAILABLE	92.5877147661	45.8325026882
255.5654116404	64.6008866197	0.00086	0.00075	0	255.5654116404	64.6008866197	1632286171767782144	2015.0	0.749	0.858							0.410	1	414	7.89677e+07	5.32584e+04	5.781	NOT_AVAILABLE	94.8457811786	35.9413357226
251.8160558380	63.5315086953	0.00060	0.00050	101	251.8154252199	63.5317840749	1631767580237009408	2015.0	0.306	0.411	4.27	0.33	-67.457	0.026	66.091	0.029	-0.424	1	300	6.33546e+07	4.69575e+04	6.020	NOT_AVAILABLE	94.0371514500	37.7885606471
261.2504063850	67.3067078550	0.00057	0.00051	69	261.2446639434	67.3067281123	1637203668804279552	2015.0	0.197	0.272	78.34	0.24	-531.701	0.032	4.837	0.033	0.312	1	207	5.55977e+07	1.99738e+04	6.162	NOT_AVAILABLE	97.5592683689	33.1726100979
228.6597469840	67.3467214654	0.00076	0.00071	0	228.6621454701	67.3450852363	1645425610597706112	2015.0	0.593	0.626	39.74	0.64	221.709	0.027	-392.699	0.028	-0.049	1	106	1.45752e+08	1.11965e+06	5.116	NOT_AVAILABLE	104.5700556344	44.3331002127
232.7312729685	64.2090157916	0.00078	0.00070	0	232.7312729685	64.2090157916	1640963934146288512	2015.0	0.698	0.784							-0.261	0	37	1.04980e+08	7.20481e+05	5.472	NOT_AVAILABLE	99.6773834983	45.0520852540
265.4847977786	72.1477354517	0.00054	0.00043	0	265.4847977786	72.1477354517	1651268655905980544	2015.0	0.431	0.544							0.077	0	99	2.08274e+08	2.55644e+06	4.728	NOT_AVAILABLE	102.9672792024	31.0310737588
245.4529636280	69.1093916572	0.00094	0.00093	90	245.4527482660	69.1093480634	1649746519496773760	2015.0	0.783	0.770	11.96	0.67	-18.431	0.035	-10.463	0.035	-0.546	0	76	1.62457e+08	1.06562e+06	4.998	NOT_AVAILABLE	101.7963893578	38.2280580672
247.0880637480	67.0440015084	0.00087	0.00081	0	247.0878270657	67.0439828692	1648393845315999104	2015.0	0.638	0.686	5.48	0.65	-22.155	0.033	-4.473	0.036	-0.178	0	176	1.07095e+08	2.20153e+05	5.450	NOT_AVAILABLE	99.0746541399	38.5195327943
205.3750970555	64.8223607878	0.00045	0.00018	90	205.3750970555	64.8223607878	1665940268484001408	2015.0	0.448	0.182							-0.030	0	87	7.26301e+07	2.70847e+05	5.872	NOT_AVAILABLE	114.4208060675	51.4706464244
212.1918593240	59.3376464947	0.00044	0.00043	-0	212.1908514427	59.3375559793	1660014411915009920	2015.0	0.248	0.250	7.34	0.27	-123.359	0.023	-21.725	0.024	-0.152	0	121	5.81344e+07	4.38175e+04	6.114	NOT_AVAILABLE	105.7544011221	55.1365847660
207.7463279120	68.3152986926	0.00059	0.00052	90	207.7443326489	68.3150535729	1672793554525050752	2015.0	0.269	0.178	10.23	0.24	-176.939	0.035	-58.832	0.033	0.123	1	145	6.79566e+07	1.05596e+05	5.944	NOT_AVAILABLE	114.7988228242	47.8620498450
217.6919598720	63.1857865367	0.00045	0.00040	97	217.6903224873	63.1858249510	1667027543749822080	2015.0	0.259	0.290	31.53	0.29	-177.269	0.020	9.217	0.023	-0.272	0	121	6.59627e+07	8.55118e+04	5.977	NOT_AVAILABLE	105.6161158802	50.4717132662
191.8931202530	66.7903017306	0.00075	0.00075	0	191.8931740561	66.7902778142	1679124748636364800	2015.0	0.615	0.622	4.06	0.66	5.089	0.028	-5.740	0.028	0.167	0	72	1.88283e+08	2.43868e+06	4.838	NOT_AVAILABLE	123.5285003638	50.3334946601
189.2188940150	70.1847254429	0.00058	0.00052	90	189.2187869753	70.1846990311	1683129582300978944	2015.0	0.306	0.205	3.79	0.27	-8.708	0.033	-6.339	0.032	0.260	0	144	6.65023e+07	5.38786e+04	5.968	NOT_AVAILABLE	124.7369888467	46.8924780578
204.2957826140	71.2422492933	0.00094	0.00074	90	204.2953065015	71.2422196781	1687031130593183872	2015.0	0.776	0.600	9.02	0.76	-36.745	0.035	-7.108	0.028	0.225	0	111	1.43113e+08	8.94139e+05	5.136	NOT_AVAILABLE	117.7202543529	45.4203141062
182.4461225090	74.6613730665	0.00069	0.00052	90	182.4460050068	74.6613850985	1691020674174665856	2015.0	0.543	0.385	15.52	0.47	-7.460	0.028	2.888	0.023	0.388	0	134	5.41858e+07	4.85188e+04	6.190	NOT_AVAILABLE	126.6304810138	42.1664020901
230.1818835847	71.8340964172	0.00096	0.00094	90	230.1818835847	71.8340964172	1696877566457038976	2015.0	0.963	0.937							-0.117	0	70	4.46773e+08	9.79679e+06	3.900	NOT_AVAILABLE	108.4635611247	40.8371821016
229.2745384510	71.8239015562	0.00097	0.00064	90	229.2745931975	71.8239412853	1696798367260229376	2015.0	0.808	0.520	7.47	0.66	4.099	0.036	9.535	0.025	-0.136	0	119	2.09196e+08	2.49335e+06	4.723	NOT_AVAILABLE	108.7189940047	41.0443725838
251.4932505142	82.0372678937	0.00061	0.00056	0	251.4932505142	82.0372678937	1710727118000163968	2015.0	0.561	0.612							-0.113	0	124	3.27664e+08	5.21730e+06	4.236	NOT_AVAILABLE	114.9960842218	31.0482771953
232.8538677340	77.3493588450	0.00110	0.00107	90	232.8529683726	77.3493930971	1707279771089893760	2015.0	0.903	0.869	3.46	0.98	-47.272	0.042	8.220	0.042	-0.082	0	94	2.38730e+08	3.28516e+06	4.580	NOT_AVAILABLE	112.8529494782	36.4584471850
267.5421332980	78.3065385550	0.00050	0.00047	-0	267.5422136022	78.3065771221	1705375038993120512	2015.0	0.282	0.253	3.65	0.27	3.906	0.025	9.256	0.029	-0.270	0	153	8.87133e+07	1.77312e+05	5.655	NOT_AVAILABLE	109.9379557556	29.6150150156
212.2115996057	77.5476482120	0.00049	0.00043	90	212.2115996057	77.5476482120	1714135088650365312	2015.0	0.488	0.434							-0.044	0	123	2.47641e+08	2.98809e+06	4.540	NOT_AVAILABLE	117.6729449237	38.7791654197
204.6711215710	74.3100919944	0.00074	0.00071	0	204.6714191941	74.3100563318	1712509735586421120	2015.0	0.312	0.279	1.83	0.31	19.317	0.043	-8.559	0.046	0.331	0	78	5.51388e+07	1.04574e+06	6.171	NOT_AVAILABLE	118.6313168269	42.4213712432
207.7524230890	80.7679163713	0.00054	0.00051	90	207.7535929188	80.7678950503	1718837218846132224	2015.0	0.293	0.188	6.92	0.24	45.043	0.031	-5.118	0.032	-0.039	0	117	4.92945e+07	3.08271e+04	6.293	NOT_AVAILABLE	120.0094554457	36.0197864687
259.2350843720	89.0377058669	0.00070	0.00061	-0	259.2290885673	89.0376894351	1729093738187196928	2015.0	0.470	0.551	3.74	0.52	-24.167	0.025	-3.945	0.029	-0.343	0	108	1.21356e+08	4.78190e+05	5.315	NOT_AVAILABLE	121.9378985816	27.5104753928
192.2778066090	83.4178369670	0.00456	0.00406	90	192.2769207960	83.4179151616	1726095473057873408	2015.0	0.320	0.288	7.21	0.35	-24.369	0.303	18.767	0.270	0.343	0	119	7.19594e+07	1.55607e+05	5.882	NOT_AVAILABLE	123.0121928985	33.7099716390
181.1171166060	85.5871311004	0.00049	0.00049	96	181.1140977699	85.5875087711	1726941822135312512	2015.0	0.241	0.197	12.91	0.24	-55.747	0.028	90.640	0.030	0.261	0	73	5.94005e+07	5.63351e+04	6.090	NOT_AVAILABLE	123.9837696162	31.4444080051
318.9561972657	5.2475187179	0.00126	0.00081	90	318.9561972657	5.2475187179	1732693474832194432	2015.0	1.258	0.810							0.625	0	67	3.58926e+08	9.24405e+06	4.137	NOT_AVAILABLE	56.3748698024	-28.7138422713
316.3610140106	5.9576419725	0.00258	0.00136	90	316.3610140106	5.9576419725	1736325127378967680	2015.0	2.577	1.357							0.948	0	50	7.86958e+07	2.01811e+05	5.785	NOT_AVAILABLE	55.3826461577	-26.1840448545
313.9194908470	4.5327223671	0.00090	0.00063	90	313.9197432329	4.5327677340	1734660290682316032	2015.0	0.426	0.436	8.59	0.61	60.383	0.053	10.888	0.030	-0.048	0	39	6.34084e+07	2.11468e+05	6.019	NOT_AVAILABLE	52.5785173959	-24.9424459288
316.1735022160	2.9422742142	0.00067	0.00053	90	316.1735578417	2.9422984386	1730451154011169536	2015.0	0.384	0.397	7.49	0.47	13.333	0.036	5.814	0.023	-0.012	0	74	6.19324e+07	4.24531e+04	6.045	NOT_AVAILABLE	52.4474900099	-27.6944574865
318.6202306051	10.0056998426	0.00537	0.00370	90	318.6202306051	10.0056998426	1743871827299754496	2015.0	5.370	3.697							0.939	0	52	2.76956e+08	5.46386e+06	4.419	NOT_AVAILABLE	60.4916854940	-25.6564905556
317.5856102971	10.1309480561	0.00124	0.00081	90	317.5856102971	10.1309480561	1744662582324015360	2015.0	1.236	0.806							0.672	0	40	1.78218e+08	2.87276e+06	4.897	NOT_AVAILABLE	59.9324310721	-24.7635205140
317.6304808910	10.0489195822	0.00082	0.00078	0	317.6304881865	10.0489875588	1744655194974612864	2015.0	0.416	0.507	8.10	0.49	1.724	0.044	16.314	0.043	0.234	0	73	5.94448e+07	1.47669e+05	6.089	NOT_AVAILABLE	59.8885310419	-24.8476735664
322.7901225130	12.1374756111	0.00113	0.00072	0	322.7902053211	12.1374113835	1745956638784763776	2015.0	0.545	0.943	6.81	0.66	19.430	0.031	-15.415	0.042	0.570	0	61	5.70341e+07	1.22523e+05	6.134	NOT_AVAILABLE	65.1955428961	-27.5553459885
309.7837888076	10.0863276664	0.00143	0.00097	90	309.7837888076	10.0863276664	1754191431122173440	2015.0	1.435	0.972							0.775	0	86	1.64482e+08	1.49972e+06	4.984	NOT_AVAILABLE	55.1831242174	-18.4763149694
309.6832900866	13.3151275196	0.00138	0.00093	90	309.6832900866	13.3151275196	1756079601824923008	2015.0	1.385	0.927							0.723	0	63	1.35089e+08	1.19787e+06	5.198	NOT_AVAILABLE	57.9457440420	-16.6062973661
309.4548306495	11.3776387634	0.00177	0.00151	90	309.4548306495	11.3776387634	1754631751168197888	2015.0	1.766	1.508							0.694	0	68	1.05257e+08	4.78555e+05	5.469	NOT_AVAILABLE	56.1307760973	-17.4967458052
314.0224508440	9.2603760540	0.00053	0.00038	90	314.0223801776	9.2601912703	1750374442152249728	2015.0	0.257	0.263	2.89	0.35	-16.739	0.031	-44.348	0.019	-0.054	0	45	6.35175e+07	1.24196e+05	6.018	NOT_AVAILABLE	56.9365922250	-22.4059792588
312.9831770210	8.7727099151	0.00060	0.00045	90	312.9832282327	8.7726633009	1749923333140392576	2015.0	0.214	0.252	3.39	0.28	12.147	0.037	-11.187	0.025	0.072	0	72	5.60350e+07	4.17829e+04	6.154	NOT_AVAILABLE	55.8780254970	-21.8321207936
311.6644504317	16.1234712334	0.00182	0.00153	90	311.6644504317	16.1234712334	1763000409045077504	2015.0	1.821	1.534							0.719	0	37	3.02392e+08	9.68286e+06	4.323	NOT_AVAILABLE	61.4930075344	-16.5782589320
311.6618694912	16.1232779939	0.00153	0.00117	90	311.6618694912	16.1232779939	1763000477764554368	2015.0	1.529	1.169							0.725	0	39	1.43466e+08	1.80267e+06	5.133	NOT_AVAILABLE	61.4913397084	-16.5763537656
314.6078445938	10.8391427080	0.00138	0.00089	90	314.6078445938	10.8391427080	1756741370384925696	2015.0	1.384	0.889							0.765	0	58	1.26408e+08	7.91823e+05	5.270	NOT_AVAILABLE	58.6912118191	-21.9747977882
314.2968113660	16.2514074584	0.00085	0.00072	-0	314.2968222259	16.2514085517	1763579782954630912	2015.0	0.506	0.659	1.45	0.63	2.502	0.034	0.262	0.036	0.570	0	74	9.82383e+07	4.26571e+05	5.544	NOT_AVAILABLE	63.1658410701	-18.5439240637
310.3175329590	14.5828780634	0.00057	0.00053	-0	310.3174923649	14.5828765430	1762381074763113344	2015.0	0.347	0.438	6.42	0.47	-9.429	0.026	-0.365	0.024	0.046	0	51	9.48188e+07	5.94872e+05	5.583	NOT_AVAILABLE	59.3997481790	-16.4001594276
324.0209914970	15.0819937345	0.00071	0.00060	90	324.0206361223	15.0816233366	1771650816777713664	2015.0	0.230	0.213	6.64	0.24	-82.352	0.045	-88.896	0.038	-0.307	0	85	5.46990e+07	3.35413e+04	6.180	NOT_AVAILABLE	68.5799067905	-26.5482173732
325.9427605917	11.1013304471	0.00655	0.00531	90	325.9427605917	11.1013304471	1765856459218256640	2015.0	6.552	5.308							0.992	0	43	4.58805e+07	3.41225e+04	6.371	NOT_AVAILABLE	66.5778112370	-30.5801629656
328.2432907900	15.9321488343	0.00078	0.00042	90	328.2435685464	15.9322308367	1769756907997767296	2015.0	0.593	0.214	5.09	0.64	64.101	0.034	19.681	0.024	0.840	0	49	4.32929e+07	3.29433e+04	6.434	NOT_AVAILABLE	72.4159483438	-28.9481598729
325.1394672070	10.6122283702	0.00069	0.00061	90	325.1394521820	10.6121924556	1765767467495329536	2015.0	0.219	0.179	3.54	0.28	-3.544	0.043	-8.620	0.039	-0.042	0	75	4.14108e+07	1.83291e+04	6.482	NOT_AVAILABLE	65.5513398530	-30.3000242465
328.4058102199	19.6684773754	0.00103	0.00060	90	328.4058102199	19.6684773754	1780298235218470400	2015.0	1.032	0.602							0.695	0	65	8.29040e+07	3.26851e+05	5.728	NOT_AVAILABLE	75.5146253995	-26.4073120678
328.5725739830	19.7181235707	0.00086	0.00083	0	328.5724215275	19.7180752492	1780303801488513280	2015.0	0.239	0.256	9.07	0.29	-34.444	0.053	-11.597	0.055	0.206	0	70	6.18266e+07	4.55022e+04	6.047	NOT_AVAILABLE	75.6790821706	-26.4806912420
328.4070644280	19.1749773783	0.00067	0.00066	0	328.4071202261	19.1750413984	1780203230534340224	2015.0	0.340	0.278	1.17	0.39	12.649	0.038	15.365	0.041	-0.389	0	68	5.86150e+07	2.63936e+05	6.105	NOT_AVAILABLE	75.1310456452	-26.7620160231
321.6110919290	19.3756394097	0.00083	0.00056	-0	321.6114437661	19.3757110793	1787127782968262400	2015.0	0.368	0.606	20.11	0.60	79.659	0.028	17.201	0.038	-0.059	0	64	6.23311e+07	2.12005e+05	6.038	NOT_AVAILABLE	70.4320798590	-21.9785147218
323.6957684090	19.9363902596	0.00061	0.00059	90	323.6957220396	19.9363594043	1787406199927663360	2015.0	0.204	0.128	3.49	0.24	-10.462	0.039	-7.405	0.038	0.232	0	72	3.89858e+07	2.08540e+04	6.548	NOT_AVAILABLE	72.3099579192	-23.0545345087
318.9258077040	16.7275983362	0.00079	0.00074	90	318.9255361850	16.7272528827	1784868767610093056	2015.0	0.182	0.227	7.17	0.23	-62.407	0.051	-82.909	0.047	0.112	0	63	3.78436e+07	2.83678e+04	6.580	NOT_AVAILABLE	66.4756952209	-21.7490182163
319.7966972690	17.8222318883	0.00058	0.00052	-0	319.7966768234	17.8219705120	1785414125377034368	2015.0	0.299	0.377	19.48	0.33	-4.671	0.029	-62.730	0.029	0.578	0	90	3.75775e+07	2.46838e+04	6.587	NOT_AVAILABLE	67.9543667424	-21.6912527275
326.5997902380	25.5635046998	0.00063	0.00059	0	326.6005459431	25.5637307144	1799257973203307776	2015.0	0.340	0.402	8.50	0.44	163.615	0.032	54.243	0.033	-0.083	0	223	7.49796e+07	1.13053e+05	5.837	NOT_AVAILABLE	78.6567199748	-20.9980633063
325.9921215280	22.8152974044	0.00070	0.00067	0	325.9920390176	22.8151309521	1794220904276844288	2015.0	0.253	0.336	7.73	0.29	-18.253	0.041	-39.949	0.041	0.459	0	66	6.74497e+07	1.26760e+05	5.952	NOT_AVAILABLE	76.1669766564	-22.5851660799
321.0963923310	24.5283944048	0.00046	0.00039	0	321.0965499710	24.5283555288	1798423959272725120	2015.0	0.171	0.309	7.26	0.29	34.419	0.024	-9.330	0.023	-0.060	0	71	6.46423e+07	1.13732e+05	5.998	NOT_AVAILABLE	74.1617916076	-18.1689933701
