# Completeness = 2999/1142679769
ra_ep2000	dec_ep2000	errHalfMaj	errHalfMin	errPosAng	ra	dec	source_id	ref_epoch	ra_error	dec_error	parallax	parallax_error	pm.ra	pm.ra_error	pm.dec	pm.dec_error	ra_dec_corr	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_mag	phot_variable_flag	l	b
239.7422749800	-65.0375841524	0.00067	0.00052	0	239.7421745108	-65.0376083866	5822906550124823808	2015.0	0.370	0.510	4.87	0.77	-10.176	0.024	-5.816	0.029	0.284	0	262	7.85871e+07	1.60070e+05	5.786	NOT_AVAILABLE	321.1063041505	-9.0136951340
240.3552161878	-66.8486937001	0.00167	0.00084	90	240.3552161878	-66.8486937001	5822188882556804352	2015.0	1.671	0.841							0.559	0	34	7.40751e+07	4.17288e+06	5.851	NOT_AVAILABLE	320.0786060394	-10.5357800650
239.9584579930	-64.8541500061	0.00051	0.00048	0	239.9584578953	-64.8541713106	5822933007123346560	2015.0	0.303	0.286	1.39	0.43	-0.010	0.025	-5.113	0.028	0.441	0	144	6.92918e+07	1.06101e+05	5.923	NOT_AVAILABLE	321.2984161655	-8.9360484284
244.2725437570	-67.9412844555	0.00050	0.00039	0	244.2720329664	-67.9416357524	5821125856677597568	2015.0	0.286	0.359	18.13	0.53	-46.039	0.018	-84.311	0.023	0.292	0	184	6.62426e+07	1.29137e+05	5.972	NOT_AVAILABLE	320.4209580752	-12.3651313847
233.7093837560	-68.8890939979	0.00058	0.00050	-0	233.7093518055	-68.8891193266	5820272566933503744	2015.0	0.316	0.328	1.02	0.47	-2.762	0.026	-6.079	0.032	0.271	0	204	6.09992e+07	9.01738e+04	6.061	NOT_AVAILABLE	316.7963154724	-10.5391725143
241.8503523080	-56.1909594375	0.00046	0.00033	90	241.8503483704	-56.1909637755	5836269842649231232	2015.0	0.301	0.175	0.97	0.52	-0.526	0.023	-1.041	0.019	0.285	0	217	6.85740e+07	7.76869e+04	5.934	NOT_AVAILABLE	327.7977132386	-3.0912796757
235.9803191910	-60.2872184061	0.00053	0.00045	90	235.9802978897	-60.2872418654	5833715127376901632	2015.0	0.339	0.232	1.27	0.46	-2.534	0.027	-5.630	0.026	0.252	0	145	6.11265e+07	5.66864e+04	6.059	NOT_AVAILABLE	322.7923586377	-4.2465631094
244.7159664180	-57.8997925667	0.00083	0.00067	90	244.7159528751	-57.8998023105	5835124082806359680	2015.0	0.304	0.159	0.91	0.32	-1.727	0.051	-2.338	0.043	0.739	0	266	6.02901e+07	4.29412e+05	6.074	NOT_AVAILABLE	327.7535466408	-5.4034808268
250.2103502880	-60.4464443127	0.00058	0.00056	94	250.2108460547	-60.4467518443	5830704389664385920	2015.0	0.343	0.349	31.65	0.37	58.687	0.029	-73.807	0.031	0.520	0	83	5.88662e+07	9.70407e+04	6.100	NOT_AVAILABLE	327.8112191156	-9.1976540563
246.3421895900	-63.1252180263	0.00050	0.00049	90	246.3420076715	-63.1251829826	5828618478668871808	2015.0	0.360	0.323	7.40	0.52	-19.736	0.023	8.411	0.024	0.614	0	186	5.65660e+07	7.34160e+04	6.143	NOT_AVAILABLE	324.5545123599	-9.6327621907
249.7196026470	-60.9904011027	0.00135	0.00094	90	249.7195767242	-60.9905436933	5830573135461008512	2015.0	1.102	0.751	5.74	0.68	-3.017	0.052	-34.222	0.038	0.902	0	157	5.49484e+07	6.50792e+04	6.175	NOT_AVAILABLE	327.2349638292	-9.3708943937
238.7193143482	-60.7436695638	0.00047	0.00037	90	238.7193143482	-60.7436695638	5832716259761527936	2015.0	0.467	0.371							0.248	0	142	5.14039e+07	1.99943e+05	6.247	NOT_AVAILABLE	323.5607686223	-5.4462112465
250.6624480220	-61.7850172885	0.00057	0.00047	90	250.6624177061	-61.7850306246	5830478233862144640	2015.0	0.391	0.309	1.17	0.45	-3.440	0.028	-3.201	0.023	0.849	0	233	4.85027e+07	1.62781e+04	6.310	NOT_AVAILABLE	326.9195954866	-10.2302282013
195.5712090341	-71.5489554290	0.00096	0.00095	90	195.5712090341	-71.5489554290	5843518235609138304	2015.0	0.963	0.946							0.044	0	127	4.29191e+08	8.98676e+06	3.943	NOT_AVAILABLE	303.7998553388	-8.6954872355
181.1922402584	-76.5188721622	0.00087	0.00075	90	181.1922402584	-76.5188721622	5837798614780371584	2015.0	0.872	0.750							-0.217	1	64	2.44623e+08	4.53303e+06	4.554	NOT_AVAILABLE	300.1481712610	-13.9000097263
181.9578116570	-75.3670181436	0.00090	0.00083	-0	181.9562876901	-75.3669375763	5838154096334381568	2015.0	0.687	0.747	7.09	0.79	-92.399	0.032	19.337	0.033	-0.180	0	120	1.86721e+08	1.71238e+06	4.847	NOT_AVAILABLE	300.1239087285	-12.7334857926
192.4373580140	-71.9862552215	0.00080	0.00061	90	192.4374744831	-71.9862723217	5842169375362073856	2015.0	0.653	0.491	5.90	0.66	8.644	0.031	-4.104	0.025	-0.146	0	145	1.33901e+08	6.39912e+05	5.208	NOT_AVAILABLE	302.7997490404	-9.1149555203
181.5457600891	-73.5567935333	0.00063	0.00051	90	181.5457600891	-73.5567935333	5842305886603363200	2015.0	0.625	0.513							0.215	0	103	1.25194e+08	5.55402e+05	5.281	NOT_AVAILABLE	299.6892153731	-10.9706176921
194.1320371250	-72.1852133126	0.00062	0.00058	90	194.1318137245	-72.1852662598	5841939714871817088	2015.0	0.477	0.430	4.81	0.55	-16.403	0.027	-12.707	0.026	-0.091	0	137	9.92868e+07	3.03435e+05	5.533	NOT_AVAILABLE	303.3263529671	-9.3174140441
188.0415639470	-73.0010569731	0.00061	0.00054	90	188.0421365483	-73.0010811556	5842015065781594240	2015.0	0.479	0.415	8.74	0.52	40.177	0.026	-5.804	0.023	-0.167	0	137	9.83217e+07	3.58962e+05	5.543	NOT_AVAILABLE	301.5025503033	-10.1828317109
214.1613115590	-66.5878965850	0.00063	0.00058	-0	214.1612317733	-66.5879234470	5849408181961985024	2015.0	0.466	0.497	2.23	0.73	-7.609	0.023	-6.447	0.026	0.093	0	182	7.83875e+07	2.05566e+05	5.789	NOT_AVAILABLE	311.2646131848	-5.1045785298
209.6301571990	-65.8006690232	0.00051	0.00047	-0	209.6298319572	-65.8008337863	5851909570915868800	2015.0	0.237	0.209	7.07	0.32	-31.997	0.027	-39.543	0.031	-0.047	0	187	7.41562e+07	1.14232e+05	5.849	NOT_AVAILABLE	309.7396070917	-3.8196359512
210.2185190430	-66.2689110879	0.00054	0.00047	90	210.2173055579	-66.2690133184	5851087136215835008	2015.0	0.414	0.314	13.96	0.45	-117.207	0.024	-24.534	0.023	-0.430	0	83	7.31700e+07	1.76784e+05	5.864	NOT_AVAILABLE	309.8475958491	-4.3339543558
219.4427361600	-67.9320104783	0.00051	0.00043	0	219.4388788610	-67.9331804246	5848156422333976448	2015.0	0.290	0.354	36.34	0.54	-347.811	0.021	-280.776	0.025	-0.003	0	154	7.14960e+07	1.33230e+05	5.889	NOT_AVAILABLE	312.6845545947	-7.0976220843
212.0595804160	-63.2079511103	0.00046	0.00036	-0	212.0597682852	-63.2078054444	5853903810129721728	2015.0	0.204	0.267	7.12	0.37	20.324	0.020	34.960	0.025	0.383	0	217	6.26846e+07	5.00597e+04	6.032	NOT_AVAILABLE	311.4603205940	-1.6148255741
211.7702941190	-63.4453420363	0.00048	0.00038	0	211.7702066427	-63.4453704081	5853890925230790272	2015.0	0.224	0.256	1.07	0.40	-9.386	0.021	-6.809	0.027	0.258	0	186	6.09743e+07	4.63543e+04	6.062	NOT_AVAILABLE	311.2668033855	-1.8043445817
212.7578274830	-69.7193147946	0.00070	0.00058	90	212.7574437668	-69.7193955021	5846587591043924224	2015.0	0.566	0.431	14.62	0.61	-31.921	0.028	-19.370	0.026	-0.317	0	76	6.07617e+07	1.81000e+05	6.066	NOT_AVAILABLE	309.7723054029	-7.9116644923
223.6774199220	-65.9910927119	0.00055	0.00046	-0	223.6773486322	-65.9911392286	5848760569611424768	2015.0	0.367	0.419	2.37	0.59	-6.962	0.019	-11.164	0.024	0.282	0	166	5.82135e+07	9.41067e+04	6.112	NOT_AVAILABLE	315.0319336049	-6.0587118706
199.3040590542	-66.7834667233	0.00065	0.00055	90	199.3040590542	-66.7834667233	5857626309823945088	2015.0	0.648	0.547							-0.067	0	99	2.49796e+08	2.87464e+06	4.531	NOT_AVAILABLE	305.4742118615	-4.0390475350
197.1159438060	-67.7967632317	0.00067	0.00061	-0	197.1158493918	-67.7967644380	5857133247580640512	2015.0	0.465	0.502	2.02	0.69	-8.563	0.027	-0.289	0.029	0.188	0	137	1.18184e+08	4.36201e+05	5.343	NOT_AVAILABLE	304.5451918485	-4.9783606133
181.1616005264	-68.3289466312	0.00126	0.00123	90	181.1616005264	-68.3289466312	5859476753533138944	2015.0	1.257	1.233							0.083	0	114	1.03548e+08	8.46451e+05	5.487	NOT_AVAILABLE	298.6155660430	-5.8502105912
193.7924743340	-68.9067853761	0.00508	0.00489	0	193.7924330805	-68.9067922849	5856960211937724288	2015.0	0.262	0.215	0.07	0.31	-3.563	0.325	-1.658	0.338	0.035	0	148	9.46688e+07	3.81846e+05	5.584	NOT_AVAILABLE	303.2695367128	-6.0374886508
197.0298041220	-65.3060217013	0.00057	0.00057	0	197.0297625920	-65.3060289871	5858915762084797312	2015.0	0.418	0.399	0.18	0.55	-4.164	0.026	-1.749	0.027	0.141	0	137	8.76589e+07	2.95102e+05	5.668	NOT_AVAILABLE	304.6745219104	-2.4907350815
181.5830199710	-68.6514050324	0.00045	0.00044	90	181.5829591298	-68.6514122619	5859288737044779776	2015.0	0.314	0.285	0.87	0.37	-5.316	0.021	-1.735	0.022	-0.134	0	98	7.87911e+07	1.39572e+05	5.784	NOT_AVAILABLE	298.8262078259	-6.1399790408
183.1959102420	-70.1517895086	0.00097	0.00085	90	183.1958154988	-70.1517948620	5855852522689809408	2015.0	0.247	0.328	0.33	0.31	-7.720	0.062	-1.285	0.052	-0.443	0	103	7.60600e+07	9.35842e+05	5.822	NOT_AVAILABLE	299.6361496681	-7.5277867075
191.2585619350	-68.8307533985	0.00053	0.00045	0	191.2584816069	-68.8307628502	5855706047127862400	2015.0	0.313	0.396	1.22	0.54	-6.962	0.021	-2.268	0.024	0.208	1	92	6.96150e+07	1.57283e+05	5.918	NOT_AVAILABLE	302.3506780632	-5.9662405041
201.0022919975	-64.5357588917	0.00052	0.00049	90	201.0022919975	-64.5357588917	5864836597845814656	2015.0	0.522	0.485							0.083	0	140	2.31305e+08	3.26407e+06	4.614	NOT_AVAILABLE	306.4251831112	-1.8851520535
205.5045342450	-58.7870747404	0.00069	0.00055	0	205.5042923157	-58.7871176556	5870072403496620288	2015.0	0.344	0.499	3.90	0.68	-30.089	0.029	-10.300	0.032	0.049	0	223	1.08202e+08	4.18785e+05	5.439	NOT_AVAILABLE	309.4574893567	3.4423198940
210.8604433030	-56.2134345425	0.00052	0.00040	-0	210.8599529968	-56.2135258025	5871555885196643584	2015.0	0.253	0.368	6.76	0.47	-65.438	0.021	-21.902	0.025	-0.391	0	283	1.03390e+08	2.19521e+05	5.489	NOT_AVAILABLE	312.8695476117	5.2626858445
199.5738531270	-61.3281708128	0.00395	0.00382	90	199.5738268588	-61.3281488493	5869346794539236352	2015.0	0.481	0.599	2.89	0.87	-3.025	0.261	5.271	0.252	0.248	0	151	1.00765e+08	3.36654e+05	5.516	NOT_AVAILABLE	306.1486613203	1.3757452508
204.7039707300	-57.6227162645	0.00057	0.00040	0	204.7038926319	-57.6227401996	5870424212859432064	2015.0	0.210	0.393	1.44	0.51	-10.037	0.023	-5.744	0.027	-0.037	0	191	9.48565e+07	1.21973e+05	5.582	NOT_AVAILABLE	309.2632380981	4.6654389988
205.0446143580	-64.5765534334	0.00072	0.00068	90	205.0439387078	-64.5765517419	5863955751587809152	2015.0	0.581	0.532	14.94	0.82	-69.614	0.028	0.406	0.028	0.520	0	123	8.60794e+07	2.86924e+05	5.688	NOT_AVAILABLE	308.1343981436	-2.1982319814
209.3670282580	-57.7111119661	0.00064	0.00061	-0	209.3669795715	-57.7111196191	5871308460723293952	2015.0	0.321	0.406	0.60	0.61	-6.242	0.034	-1.837	0.033	-0.119	0	192	8.46198e+07	2.12927e+05	5.706	NOT_AVAILABLE	311.6841435119	4.0342400748
199.3543363750	-61.5839842954	0.00583	0.00564	90	199.3542925082	-61.5839915348	5869330542383000192	2015.0	0.286	0.357	0.22	0.46	-5.010	0.388	-1.737	0.376	0.003	0	169	7.78859e+07	3.59285e+05	5.796	NOT_AVAILABLE	306.0180855720	1.1319880518
223.8929422816	-60.1146372877	0.00481	0.00117	90	223.8929422816	-60.1146372877	5878015103693813888	2015.0	4.809	1.171							0.486	0	46	1.64179e+08	1.99940e+06	4.986	NOT_AVAILABLE	317.8184643346	-0.8807072511
221.3222356150	-62.8756498120	0.00074	0.00070	90	221.3228779124	-62.8759875001	5874239827444442368	2015.0	0.619	0.573	20.01	0.85	70.281	0.028	-81.045	0.027	0.060	0	101	1.15662e+08	7.01606e+05	5.367	NOT_AVAILABLE	315.4972031991	-2.8155992913
221.2311508210	-58.4774947260	0.00058	0.00058	90	221.2304824585	-58.4776754986	5879344859932423424	2015.0	0.437	0.454	8.12	0.79	-83.866	0.025	-43.385	0.024	-0.311	0	127	8.07332e+07	1.57406e+05	5.757	NOT_AVAILABLE	317.3201877546	1.1876414056
222.2794000710	-56.6678292565	0.00046	0.00043	90	222.2785926983	-56.6683277657	5881087276620370688	2015.0	0.205	0.193	11.35	0.30	-106.475	0.028	-119.642	0.026	-0.058	1	185	7.62203e+07	1.07495e+05	5.820	NOT_AVAILABLE	318.6067476236	2.5790485807
221.2461845000	-61.5216623320	0.00064	0.00054	90	221.2461596092	-61.5216812933	5877468131027767040	2015.0	0.368	0.312	0.11	0.56	-2.848	0.035	-4.551	0.029	0.052	0	153	7.14150e+07	8.83488e+04	5.890	NOT_AVAILABLE	316.0393791510	-1.5738614683
228.3972308070	-63.8928276062	0.00521	0.00492	90	228.3970724767	-63.8929179101	5873416774266929536	2015.0	0.507	0.512	1.72	0.74	-16.722	0.346	-21.673	0.326	0.354	0	87	7.04629e+07	3.48533e+05	5.905	NOT_AVAILABLE	317.8141870587	-5.2079506176
223.7372604730	-61.0758412501	0.00072	0.00059	90	223.7372364297	-61.0758565239	5877902678632008448	2015.0	0.368	0.368	1.61	0.48	-2.791	0.041	-3.666	0.030	0.257	0	174	6.00621e+07	7.36190e+04	6.078	NOT_AVAILABLE	317.3102216433	-1.7002254312
220.4832517350	-58.6158317925	0.00045	0.00039	90	220.4835910410	-58.6159983765	5879327886221679616	2015.0	0.272	0.227	22.35	0.35	42.408	0.024	-39.980	0.021	-0.191	1	130	5.98735e+07	7.98725e+04	6.082	NOT_AVAILABLE	316.9082273494	1.2248369230
229.6918151060	-54.3642529187	0.00068	0.00067	90	229.6917601467	-54.3642785282	5887084219198069632	2015.0	0.430	0.333	1.41	0.60	-7.685	0.035	-6.146	0.039	0.128	0	161	7.02962e+07	6.68510e+04	5.907	NOT_AVAILABLE	323.3958180537	2.5468247518
230.7897277050	-51.7360607113	0.00055	0.00047	90	230.7896849858	-51.7360846989	5889651303969265536	2015.0	0.340	0.263	1.59	0.48	-6.349	0.029	-5.757	0.026	-0.333	0	161	5.05696e+07	4.32664e+04	6.265	NOT_AVAILABLE	325.3771345992	4.3992887226
234.8953862710	-55.4270735085	0.00052	0.00046	90	234.8953539951	-55.4270983017	5885094618547489536	2015.0	0.270	0.198	0.93	0.45	-4.396	0.029	-5.950	0.028	0.034	0	125	4.96287e+07	2.31960e+04	6.285	NOT_AVAILABLE	325.2634393906	-0.0207544310
232.7006593810	-53.3743081050	0.00057	0.00046	90	232.7004997951	-53.3743959815	5888523342480067584	2015.0	0.339	0.247	4.78	0.55	-22.850	0.030	-21.090	0.026	0.036	0	91	4.91820e+07	2.52008e+04	6.295	NOT_AVAILABLE	325.4230357278	2.3915465231
235.7427266020	-58.1146699844	0.00107	0.00083	90	235.7427560636	-58.1146817387	5882323574372973952	2015.0	0.517	0.366	1.55	0.69	3.735	0.063	-2.821	0.050	0.230	0	159	4.85187e+07	6.47491e+04	6.310	NOT_AVAILABLE	324.0189889416	-2.4478340884
230.9629161580	-57.3306471109	0.00047	0.00044	0	230.9628951108	-57.3306666909	5883156694942372224	2015.0	0.232	0.254	1.16	0.47	-2.727	0.025	-4.699	0.027	0.009	0	126	4.63457e+07	1.94343e+04	6.360	NOT_AVAILABLE	322.3890005761	-0.3332346600
231.7672954676	-48.4556703918	0.01945	0.01936	0	231.7672954676	-48.4556703918	5890686257973243776	2015.0	19.358	19.452							-0.032	0	20	4.23144e+07	1.70692e+05	6.459	NOT_AVAILABLE	327.7328428916	6.7779307968
236.5788120300	-57.8124531788	0.00061	0.00052	90	236.5787995062	-57.8124723589	5882418544693317760	2015.0	0.248	0.187	1.69	0.33	-1.601	0.037	-4.603	0.032	0.256	0	149	4.14237e+07	1.77066e+04	6.482	NOT_AVAILABLE	324.5552076657	-2.4795328387
215.0813557477	-56.3865266743	0.00074	0.00062	90	215.0813557477	-56.3865266743	5892368987480266880	2015.0	0.737	0.616							-0.086	0	203	2.34916e+08	2.18855e+06	4.597	NOT_AVAILABLE	315.0528971406	4.3789847336
221.7553915360	-52.3835175551	0.00059	0.00056	-0	221.7552724162	-52.3838601827	5895083887842887168	2015.0	0.451	0.477	12.75	0.75	-17.450	0.022	-82.231	0.023	-0.564	0	347	1.57454e+08	5.91387e+05	5.032	NOT_AVAILABLE	320.2028280837	6.5688317252
213.7378925365	-57.0862105565	0.00054	0.00043	90	213.7378925365	-57.0862105565	5892241066169497216	2015.0	0.541	0.435							0.031	0	162	1.34973e+08	8.24687e+05	5.199	NOT_AVAILABLE	314.1249554086	3.9595128899
218.3848912060	-54.9986237276	0.00043	0.00041	0	218.3841989050	-54.9986376269	5894368449371824128	2015.0	0.266	0.311	12.24	0.43	-95.304	0.021	-3.335	0.020	-0.242	0	225	8.30180e+07	1.40878e+05	5.727	NOT_AVAILABLE	317.2974336641	4.9999725865
219.3017396060	-53.0607881821	0.00041	0.00039	127	219.3016672200	-53.0608553059	5894639891311541248	2015.0	0.235	0.270	2.70	0.55	-10.440	0.021	-16.110	0.021	-0.800	1	304	7.45661e+07	4.49221e+04	5.843	NOT_AVAILABLE	318.5591146277	6.5714854282
220.1364970510	-56.4407637898	0.00045	0.00045	90	220.1363976946	-56.4408040211	5893245057731775488	2015.0	0.268	0.307	4.19	0.45	-13.182	0.024	-9.656	0.022	-0.236	0	163	7.30408e+07	8.54907e+04	5.866	NOT_AVAILABLE	317.6320205797	3.2847329835
221.8024434870	-52.2052564254	0.00042	0.00042	90	221.8023999771	-52.2052688413	5895112440785457920	2015.0	0.283	0.305	1.03	0.49	-6.399	0.021	-2.980	0.020	-0.700	0	394	6.24120e+07	7.01326e+04	6.037	NOT_AVAILABLE	320.3068853866	6.7172993575
227.9830301138	-48.7380290150	0.00193	0.00110	90	227.9830301138	-48.7380290150	5902489304815112448	2015.0	1.931	1.105							-0.523	0	207	2.85202e+08	2.43868e+06	4.387	NOT_AVAILABLE	325.4557555963	7.8922200379
224.0718805070	-52.8095513886	0.00065	0.00054	90	224.0720682355	-52.8095241944	5900079037890791424	2015.0	0.528	0.432	15.67	0.61	27.234	0.026	6.527	0.021	0.086	0	159	1.09118e+08	5.01594e+05	5.430	NOT_AVAILABLE	321.2760177935	5.5576329830
230.4506237580	-48.3176300347	0.00070	0.00053	90	230.4404538414	-48.3187792494	5902750163955467392	2015.0	0.541	0.397	68.30	0.70	-1623.120	0.029	-275.704	0.024	-0.350	0	200	1.04190e+08	3.60832e+05	5.480	NOT_AVAILABLE	327.0708982887	7.3809446308
226.8581379670	-49.0886130379	0.00063	0.00053	90	226.8582806144	-49.0885745927	5903146022494989440	2015.0	0.479	0.366	9.09	0.73	22.420	0.028	9.227	0.025	-0.521	1	278	1.02071e+08	2.41530e+05	5.503	NOT_AVAILABLE	324.6332737408	7.9674436705
224.2579764630	-51.4472540861	0.00057	0.00054	90	224.2577910550	-51.4473338279	5901011629906086912	2015.0	0.318	0.292	3.57	0.49	-27.733	0.031	-19.138	0.031	-0.592	1	223	1.01116e+08	2.16821e+05	5.513	NOT_AVAILABLE	322.0147581117	6.7104864175
227.9903146360	-48.7436855216	0.00268	0.00234	90	227.9896918380	-48.7438677255	5902489098656683008	2015.0	0.419	0.329	17.50	0.61	-98.566	0.177	-43.729	0.154	-0.459	0	230	8.36192e+07	1.84552e+05	5.719	NOT_AVAILABLE	325.4565047181	7.8849509334
221.6208055760	-47.4411176458	0.00075	0.00059	90	221.6205589265	-47.4411819373	5905988466212454656	2015.0	0.610	0.478	10.69	0.64	-40.037	0.029	-15.430	0.024	-0.102	0	95	7.98448e+07	2.46234e+05	5.769	NOT_AVAILABLE	322.2970354364	11.0585074877
262.2589683391	-59.0324792677	0.00453	0.00399	0	262.2589683391	-59.0324792677	5913025379289986304	2015.0	3.990	4.532							0.995	0	23	6.99405e+07	1.52344e+05	5.913	NOT_AVAILABLE	332.5951640703	-13.2887951228
264.4771489870	-59.4329415995	0.00071	0.00062	90	264.4771425362	-59.4329861218	5912778122313547776	2015.0	0.291	0.342	2.59	0.29	-0.787	0.043	-10.685	0.034	0.905	0	235	6.20208e+07	3.08198e+04	6.043	NOT_AVAILABLE	332.8266800616	-14.4708673126
259.7154460180	-62.8745772198	0.00048	0.00045	81	259.7149072717	-62.8746775547	5913267164469412736	2015.0	0.202	0.241	5.45	0.31	-58.953	0.027	-24.080	0.028	0.429	0	91	5.79537e+07	7.29405e+04	6.117	NOT_AVAILABLE	328.5628635882	-14.2609201916
255.4474489900	-58.9582480259	0.00075	0.00060	0	255.4474304158	-58.9582852081	5915146470358386304	2015.0	0.473	0.607	1.11	0.81	-2.299	0.025	-8.924	0.030	0.543	0	87	5.71265e+07	2.58105e+05	6.133	NOT_AVAILABLE	330.6623091226	-10.3346226028
269.1012237950	-65.7217376826	0.00047	0.00035	101	269.1020610506	-65.7230632046	5908778854922836736	2015.0	0.243	0.328	28.13	0.49	82.621	0.017	-318.125	0.023	-0.157	0	112	5.23091e+07	6.18406e+04	6.228	NOT_AVAILABLE	327.9458660556	-19.1863366756
257.7890773060	-58.0255064396	0.00056	0.00052	90	257.7890575046	-58.0255453966	5915999004189819008	2015.0	0.275	0.279	1.49	0.30	-2.517	0.032	-9.350	0.029	0.603	0	121	5.08805e+07	1.85382e+04	6.258	NOT_AVAILABLE	332.1591720142	-10.7838988477
263.8958355630	-59.8461167127	0.00068	0.00061	0	263.8958223588	-59.8461507303	5912751390433738880	2015.0	0.463	0.540	1.40	0.67	-1.592	0.027	-8.164	0.028	0.782	0	144	4.98879e+07	2.92323e+04	6.280	NOT_AVAILABLE	332.3059717479	-14.4182799899
267.1585915280	-55.4017399177	0.00066	0.00058	90	267.1584351718	-55.4015914946	5920429520648882048	2015.0	0.276	0.306	18.89	0.23	-21.308	0.040	35.622	0.033	0.685	0	68	6.32726e+07	1.71775e+05	6.022	NOT_AVAILABLE	337.1877591615	-13.8031106436
259.8771472360	-50.0637634064	0.00061	0.00061	0	259.8771913459	-50.0638999961	5926350150246139776	2015.0	0.311	0.462	16.95	0.53	6.796	0.035	-32.782	0.026	0.155	0	77	5.67260e+07	3.63522e+04	6.140	NOT_AVAILABLE	339.4995137471	-7.2710527762
257.0345472900	-48.8837738408	0.00075	0.00062	90	257.0344634121	-48.8838858512	5926689796261364864	2015.0	0.261	0.320	3.91	0.38	-13.238	0.047	-26.882	0.036	0.097	0	69	4.99764e+07	3.82724e+04	6.278	NOT_AVAILABLE	339.3910392936	-5.0820139567
266.0388543020	-58.0100252800	0.00642	0.00520	-0	266.0387833955	-58.0100593171	5918253484058097536	2015.0	0.571	0.723	1.72	0.64	-9.015	0.345	-8.169	0.425	0.481	0	57	4.11014e+07	9.95033e+04	6.490	NOT_AVAILABLE	334.5178592494	-14.4952743126
262.0930093220	-53.4999411501	0.00080	0.00074	90	262.0930007166	-53.4999873035	5924548016332852224	2015.0	0.527	0.524	1.89	0.55	-1.229	0.040	-11.077	0.035	0.432	0	63	3.91805e+07	2.75506e+04	6.542	NOT_AVAILABLE	337.3545965609	-10.3025942808
267.8571721167	-53.8390582051	0.00044	0.00039	90	267.8571721167	-53.8390582051	5920983262193871616	2015.0	0.444	0.391							0.589	0	49	3.88879e+07	3.09912e+04	6.550	NOT_AVAILABLE	338.8027611409	-13.4270447962
263.4626090710	-52.7565922741	0.00537	0.00437	-0	263.4626027321	-52.7567073829	5922037968722862336	2015.0	0.393	0.331	1.61	0.41	-0.921	0.290	-27.626	0.357	0.359	0	48	3.81757e+07	2.49844e+04	6.570	NOT_AVAILABLE	338.4372457810	-10.6095317089
243.3206840389	-53.6711979598	0.01256	0.00776	0	243.3206840389	-53.6711979598	5932963991897373184	2015.0	7.756	12.562							-0.224	0	65	1.60921e+08	1.02864e+06	5.008	NOT_AVAILABLE	330.1319945505	-1.8171483299
247.4384062060	-57.7563355354	0.01186	0.00436	90	247.4384062060	-57.7563355354	5927991553631228544	2015.0	11.857	4.363							-0.955	0	14	1.03506e+08	4.57416e+05	5.487	NOT_AVAILABLE	328.8732933240	-6.3420751634
251.5884268109	-58.5036420671	0.00055	0.00051	90	251.5884268109	-58.5036420671	5926998449794800256	2015.0	0.550	0.507							0.375	0	65	7.96764e+07	4.18911e+05	5.771	NOT_AVAILABLE	329.7705254398	-8.4789219357
250.3319428120	-55.2977817355	0.00105	0.00086	90	250.3316426469	-55.2977980494	5930155697431456256	2015.0	0.617	0.495	2.13	0.63	-41.013	0.057	-3.915	0.047	0.709	0	106	6.43041e+07	4.44133e+05	6.004	NOT_AVAILABLE	331.7834371875	-5.8789885649
244.2450246353	-53.6966669905	0.00119	0.00113	90	244.2450246353	-53.6966669905	5932223569590602880	2015.0	1.193	1.126							0.071	1	16	5.90029e+07	1.15542e+06	6.098	NOT_AVAILABLE	330.5101608423	-2.2140016100
244.3371518450	-53.0863916911	0.00096	0.00070	90	244.3367323632	-53.0866103034	5933086445676052224	2015.0	0.546	0.362	15.35	0.70	-60.467	0.053	-52.467	0.040	0.179	0	98	5.19991e+07	3.20513e+04	6.235	NOT_AVAILABLE	330.9744726252	-1.8141996303
248.3996830980	-53.2002227148	0.00053	0.00044	90	248.3996859633	-53.2004308622	5930665252352405504	2015.0	0.339	0.271	7.13	0.44	0.412	0.028	-49.955	0.023	0.303	0	98	4.83899e+07	1.96515e+04	6.313	NOT_AVAILABLE	332.5951993110	-3.6389691679
242.3000713140	-55.1795363319	0.00545	0.00536	-0	242.3000005593	-55.1795508905	5932400625296657664	2015.0	0.294	0.221	1.64	0.34	-9.696	0.357	-3.494	0.363	0.258	0	249	4.74822e+07	3.04209e+04	6.333	NOT_AVAILABLE	328.6682367795	-2.5157739796
250.3350802216	-48.7629988543	0.00029	0.00022	90	250.3350802216	-48.7629988543	5940954177219158784	2015.0	0.287	0.219							0.442	0	184	8.88462e+07	3.15191e+05	5.653	NOT_AVAILABLE	336.7116596103	-1.5742913780
255.1122502775	-48.6480848929	0.03097	0.00882	90	255.1122502775	-48.6480848929	5938847955327669504	2015.0	30.972	8.825							0.839	0	42	7.63003e+07	8.91244e+05	5.818	NOT_AVAILABLE	338.8118419657	-3.9298824059
250.7648580030	-46.0702932102	0.00076	0.00059	90	250.7648565639	-46.0703095657	5943133989087584384	2015.0	0.393	0.272	1.18	0.29	-0.240	0.043	-3.925	0.035	0.607	0	65	7.25872e+07	1.37085e+05	5.873	NOT_AVAILABLE	338.9291925186	-0.0190172815
